385, -31.057678, 30.686253, 4.184910
307, -30.050966, 32.414411, 4.131161
295, -28.952864, 34.085989, 4.022146
204, -27.679414, 35.628171, 3.576296
196, -25.865424, 36.470453, 3.558758
172, -24.036941, 37.280793, 3.153595
169, -22.037085, 37.304797, 2.560797
155, -20.365033, 36.207418, 3.489957
152, -18.485168, 36.890139, 2.391097
150, -17.022467, 35.526136, 2.926890
149, -15.068387, 35.100023, 3.025547
143, -13.081838, 34.868452, 2.624085
140, -11.343729, 33.879021, 2.118262
137, -10.302678, 32.171329, 2.817177
124, -8.407004, 31.533819, 2.647415
97, -6.646286, 30.585202, 2.293096
94, -5.324062, 29.084628, 2.185068
89, -4.171334, 27.450242, 1.717942
88, -3.878103, 25.471855, 1.834065
87, -3.357627, 23.540766, 0.970542
85, -4.487331, 21.890381, 2.093423
78, -3.489015, 20.157359, 2.026590
77, -2.608665, 18.361535, 0.688507
72, -4.153056, 17.090766, 0.738451
71, -5.632081, 15.744480, 1.425732
69, -5.921194, 13.765487, 0.749144
68, -7.385737, 12.403462, 6.003430
66, -9.307984, 12.955702, 0.101826
65, -11.297624, 12.752401, 0.141183
64, -13.277725, 12.470973, 0.186306
63, -15.243115, 12.100513, 1.693313
61, -14.998694, 10.115504, 0.902739
59, -16.237618, 8.545451, 0.185845
57, -18.203178, 8.175896, 0.974851
54, -19.325761, 6.520659, 0.331851
51, -21.216642, 5.869072, 0.921678
50, -22.425612, 4.275838, 0.981816
49, -23.536638, 2.612823, 0.369207
46, -25.401866, 1.891071, 1.911959
45, -24.732701, 0.006338, 0.725217
44, -26.229412, -1.320257, 1.358916
42, -26.650010, -3.275531, 0.701940
41, -28.177193, -4.566931, 1.365287
40, -28.585325, -6.524845, 2.093048
37, -27.587658, -8.258241, 1.290459
36, -28.141019, -10.180165, 1.558479
33, -28.165652, -12.180014, 1.956505
32, -27.413220, -14.033078, 2.072733
30, -26.450972, -15.786383, 2.743930
24, -24.607034, -16.560911, 1.297893
23, -25.146092, -18.486896, 1.248889
22, -25.778844, -20.384164, 1.689880
16, -25.541239, -22.370000, 2.633399
10, -23.793989, -23.343199, 1.621016
9, -23.693593, -25.340677, 1.684690
8, -23.466298, -27.327720, 1.503354
6, -23.601081, -29.323173, 1.492804
5, -23.756906, -31.317093, 0.899864
4, -25.000339, -32.883578, 6.066887
3, -26.953736, -32.454346, 0.573348
2, -28.633915, -33.539243, 0.818876
1, -30.000000, -35.000000, 0.785398
